,business_name,response_text
83,אלמה מרקט רמת גן,"{'displayName': 'אלמה מרקט', 'primaryType': 'grocery_store', 'biz_reviews': ['Expired products. This is not the first time. They had chocolate on sale for 16.90. They sold it to me for 10 apiece and refused to give me a refund.', 'They cheated me with an excess of 10 shekels and refused to return it', 'Mini market in the stock market area'], 'business_name': 'אלמה מרקט רמת גן'}"
84,"הבייקרי של תמי בע""מ","{'displayName': 'Bakery', 'primaryType': 'bakery', 'biz_reviews': ['I came here early morning for the first time and it was great surprise. high quality bakery with many fantastic options.. cookies, cakes, pastries and sandwiches. I ate the Chocolate halva pastry and it was so so tasty !\nthe coffee also was hot and extremely good, exactly how I like it ! the place is very busy in the morning time, service was very welcome and friendly.\n\nYou should visit this place..', 'Near kikar hamidina is Bakery. I think it is a little pretentious , they have a range of cakes and pastries at the usual Tel-Aviv prices. I ordered coffee and a small pastry that cost nis 24. There is a sitting area where you can sit and enjoy your meal or pastry.', 'Good and varied products. Good prices according to quality and prices in TLV.\nExcellent breakfast.\nA totally recommended place.', 'Great selection of freshly baked goods, even had some French specialties like kouign amann and financier. Also provides ready made meals and sandwiches.', 'Nice place to take things to go. This is true for coffee and a sandwich, or even ready made lunches as shown in the picture. They also have the best pastries and deserts. I personally love the Mille-feuille and the chocolate tartlets.'], 'business_name': 'הבייקרי של תמי בע""מ'}"
85,סטאר פיש חנות דגים ט,"{'displayName': 'STAR FISH חנות דגים', 'primaryType': 'food_store', 'biz_reviews': ['Excellent service, fresh goods, no smell of fish, lovely service from the owner of the place', 'סחורה ממש לא טרייה שירות גועל נפש ממליץ להתרחק כמו מאש', ""Clean but only for the rich.\nThe price is 2.5 times that of an excellent store in the heart of Tel Aviv!\nFor example - 65 compared to 160 per kilo. (for a complete shine)\nUnfortunately from the shock I paid but I would like to warn in advance, those who have no problem paying such sums then the goods are great. I haven't won Lito yet"", 'Clean store, excellent service, winning merchandise\nThank you very much. See you later', 'Professional service good atmosphere and most importantly clean clean clean Roni thank you very much'], 'business_name': 'סטאר פיש חנות דגים ט'}"
86,גנה,"{'displayName': 'גנה - Gana', 'primaryType': 'coffee_shop', 'biz_reviews': ['Delicious carrot pie, good coffee, friendly staff and a great quiet place in a park. Nice!', 'So all in all this is a great place to enjoy the a wonderful cup of coffee (in Sommer, better order the iced coffee) and good atmosphere.\nI highly recommend', ""It's a great spot for a peaceful outdoor escape. The coffee place served the best coffee and croissants in town with outstanding service. The cozy atmosphere make it perfect for solo work or group meetings. Highly recommended for coffee lovers."", 'I was in the area visiting my daughter. We came here with my granddaughter and had a wonderful time. The coffee was perfect. I would definitely come back. Everyone had something they enjoyed.', 'Amazing coffee cart with great pastries and vibes! Staff are super friendly and a great place to hang out! Highly recommend for the whole family.'], 'business_name': 'גנה'}"
87,TOP STOCK,"{'displayName': 'TOP STOCK טופ סטוק', 'primaryType': 'home_goods_store', 'biz_reviews': ['Shopping experience, excellent attitude and really attractive prices, huge variety', 'MISSING_REVIEW', 'MISSING_REVIEW', 'MISSING_REVIEW', 'MISSING_REVIEW'], 'business_name': 'TOP STOCK'}"
88,מבאלי,"{'displayName': 'מבאלי - Mabali', 'primaryType': 'dessert_shop', 'biz_reviews': ['Best malabi in Israel. Cocanut is roasted, pistachios are with rose petals, syrup with berries.', ""Mabali was a gem in Ramat Gan but they have really gone down hill! We used to get malabi from them all the time we really enjoyed it and the different flavors - it was the best malabi we had- the serving size was large and the price was 14 and 16 nis. But in the last year they reduced the size of the malabi to half and now they charge 18 to 22 nis for one.\n\nSuch a shame this place made the portion size smaller and increased their prices so much that it's not worth it. Definitely do not recommend Mabali - not worth the cost or size you get"", ""First time ever having Malabi, and it's excellent!\nThe environment is fun and open, with careful touch to detailing. The staff are what really makes this place worth it. The two guys I met were funny, inviting, and were an overall joy to be around. The food is a nice change from other desserts, being a cream based pudding-esque dish with some great topping selection curated for the best mix of flavors and textures. Overall, a wonderful place, with wonderful people, and wonderful food."", 'Really good Malabi, highly recommended!', 'Amazing vegan malabi and great prices!'], 'business_name': 'מבאלי'}"
89,פוקס הום גבעתיים,"{'displayName': 'Fox', 'primaryType': 'clothing_store', 'biz_reviews': ['it doesn’t open in time(((', 'Expensive place and low variants of things to buy', 'Great place. Low prices', 'Low quality clothes, overpriced', 'Nice store'], 'business_name': 'פוקס הום גבעתיים'}"
90,דרגסטור פוד דיזנגוף,"{'displayName': 'דרגסטור פוד דיזנגוף', 'primaryType': 'supermarket', 'biz_reviews': ['This is super very good. Almost all products that customers are looking for are available. Home delivery is also available. Fresh vegetables are available. Every Tuesday 50% and Friday 30% discount on vegetables.', 'Nice supermarket with reasonable prices, open 24/7! (As far as I know...).\n\nThey have a 30%-off sale on all vegetables on Tuesdays (""Yom Shuk"" = market day) and the quality is relatively good.\n\nThey also have deals from time to time (like cheaper price if you buy 2 or just discounts) and also - sometimes you can find brands that don\'t exist elsewhere (like Alma hard cheese, 400gr for around 16ils!).\n\nCompare prices and see if what you usually buy is cheaper here or not. All in all, it\'s a good supermarket.', ""An excellent mini-mart on Dizengoff. Friendly and helpful staff, a good selection of groceries (pretty much anything you'll need), well-ordered premises and quite reasonable prices."", 'My go to place for groceries', 'Great supermarket, cheap prices'], 'business_name': 'דרגסטור פוד דיזנגוף'}"
91,"מקס 20 אלנבי ת""א","{'displayName': 'MAX 20', 'primaryType': 'store', 'biz_reviews': ['This place is an amazing general goods store! 🏪 MAX 20 has an endless collection of items, trinkets, and general items! This spot really has everything you need. The prices 🏷️ are so cheap! An absolutely must for everyone looking for an affordable option for some household and kitchen items 🔪. Staff is super nice and professional. Checkout is quick! I wish I came here earlier and more often!', 'A great selection of household items. The prices are generally good, but you do have check. The Alenby location is quite large and they have a wide variety of usefull and interesting products. For general household items, this is probably the first place to look.', ""I recently visited a store that sells a great variety of products including bathroom accessories, storage solutions, home decor, kitchenware, and toys. The prices are reasonable and the quality of the merchandise is excellent.\n\nThe bathroom accessories section had a great range of options with various styles and colors available. The storage solutions offered were practical and useful for organizing spaces. The home decor items were trendy and unique, with something to suit every taste. The kitchenware selection was extensive and included everything from cooking utensils to baking dishes.\n\nThe store also had a great selection of toys that my kids absolutely loved. I was impressed by the quality of the toys and the variety available for all ages.\n\nOverall, I highly recommend this store for anyone looking for affordable and high-quality products. With such a wide range of options available, it's easy to find everything you need for your home in one place."", 'A great budget shop to find a huge variety of stuff ranging from home decoration, to clothing, to kids crafts!\nSnacks too. Because one gets hungry checking out there huge collection of stuff spanning two floors and a large area.', ""It's the best dollar store. The prices are fair and u get good lasting quality for the buck. They have a lot of essential things and lots of crafts equipment. I love the guy who owns it, he's very polite and calm usually.""], 'business_name': 'מקס 20 אלנבי ת""א'}"
92,AMSTERDAM    ~NETFLIX.COM,"{'displayName': 'Netflix Amsterdam', 'primaryType': 'MISSING', 'biz_reviews': ['Please lower the volume of intros\n\nSo many of your series have this issue where the volume is high in the intro and the special effects, so loud.\nThen, the volume of the voices in conversations is so lower in comparison. Balance please!', 'Increasing prices but cancelling the option to download content on laptops (mac and win). Netflix just forced me to end the subscription', 'After 1 month using the service and second pay, someone changed my registered email address. The operator on chat as well as on phone asked me as the only possible identification leading into changing the email address back to my one is to write whole credit card number into a chat. They are not serios. I closed the account, never more Netflix', 'This streaming platform has outpriced itself, HBO Max, Amazon Prime, Disney and Apple are better value. CYA!', 'Hello. Am so disappointed in your app cause my money has been deducted for months now and I’ve tried all my possible best to deactivate which stopped for something and am surprised am being charged again for what I didn’t use for months. Kindly refund my money now before I started reporting your app.'], 'business_name': 'AMSTERDAM    ~NETFLIX.COM'}"
93,LONDON       ~DISNEY PLUS,"{'displayName': 'MISSING', 'primaryType': 'MISSING', 'biz_reviews': [], 'business_name': 'LONDON       ~DISNEY PLUS'}"
94,פארק אריאל שרון,"{'displayName': 'Ariel Sharon Park', 'primaryType': 'park', 'biz_reviews': [""What an amazing small piece of heaven 4 minutes from the heart of TLV. Stunning park with beautiful views towards Tel Aviv and the surrounding area. The plants and trees are beautifully kept and there are some very unique specimens from around the world. It's simply incredible to think that this place used to be a landfill site. Unbelievable transformation. The park has many paved hiking trails so can be great for children scooters and bikes.\nBeautiful and well-kept park, free admission and free parking, beautiful and amazing blooms all around, clean air, there are seating areas around, a spectacular view of Gush Dan and Tel Aviv in particular.\nLearning about transforming a garbage hill into a beautiful park, is a worthwhile experience!"", ""Stunning park with beautiful views towards Tel Aviv and the surrounding area. The plants and trees are beautifully kept and there are some very unique specimens from around the world. It's simply incredible to think that this place used to be a landfill site. Unbelievable transformation. There is also a small coffee shop in the middle of the park by the lake and plenty of toilets around the park. This is a beautiful park with some really unique viewing areas."", ""Very nice park. Very quite (no fire allowed), nice ponds and viewes. Does lack shade so better arrive early to get a good spot. Also parking gets crowded very fast.\n\nThere's an observation post nearby with great views to Gush Dan.\n\nI just wish they had a large playground for the kids."", ""Very nice park. A lot of fun for kids, some interesting architecture design. There's bicycle trek not too long in the park. Big parking, but still under construction. Great park for family picnic. Also got museum. For walk, bike or picnic very recommended."", 'Beautiful gardens with lovely trees and ecological ponds. Lovely walking paths. Interesting film about the history of the park. Amazing views of Tel Aviv and surrounding cities. Definitely worth a visit.'], 'business_name': 'פארק אריאל שרון'}"
95,עד חצות אמנון מלייב,"{'displayName': 'עד חצות', 'primaryType': 'grocery_store', 'biz_reviews': ['The owner of the grocery store physically attacked me because I was walking around with a small dog, she pushed me and left scratches on my hands, shame that an older woman behaves like that.', ""A mini market that is a pleasure to buy from. Warm personal treatment, very nice people. cheap. Everything is clean and tidy. I don't live in the area but every time I work in the area I will only shop at this place. Highly recommended"", 'A grocery store that has everything, including deliveries. Very nice people.', 'Great grocery store, warm attitude...Tzachi takes care of everything, open until 11 at night, you should...', 'Courteous service and excellent selection'], 'business_name': 'עד חצות אמנון מלייב'}"
96,ניצת הדובדבן רמת גן,"{'displayName': 'ניצת הדובדבן', 'primaryType': 'grocery_store', 'biz_reviews': [""This isn't a supermarket\nThis is a store for premium products\nLike organic stuff and whole foods, with proces set accordingly."", ""For me, since I am a vegetarian/vegan, I find what I want and what suits me and I like. It's just a shame that sometimes, there is not enough supply of several things, which I buy regularly. And really hope it gets better!! Besides, they definitely have good, tasty and healthy stuff."", 'Bad experience, the cashier is antipathetic. I will not recommend.\nI always shop at Ibn Gvirol. Always before buying I am asked ""the club member""\nIn the store, at Ramet Gan, the cashier didn\'t ask me and when he finished the bill and I paid, I asked him if I had any items that I was getting a discount on because of my membership. I had 3 items.\nHe looked at the bill and said, no.\nAt home I saw that I had bought a silaan of the cherry sprouts, NIS 12.20\nIt\'s not about a few pennies but the ratio', ""Very crowded and uninviting. It is felt that there is a lack of workers, a lot of goods in the aisles and it is really difficult to squeeze in and also there is almost no one to ask. A lonely cashier who doesn't care so much if there is a line and a lot of customers waiting."", 'Uninviting place, unpleasant energy inside, many products missing.\nI recommend the branch in Givataim much better value 🙏'], 'business_name': 'ניצת הדובדבן רמת גן'}"
97,פנדה,"{'displayName': 'פנדה- כל מה שחיות צריכות', 'primaryType': 'store', 'biz_reviews': ['I got some items for my cat before a flight.\nPrior to making the purchase, I gave them a call to ask specifically about the availability of one of the items I was interested in.\nI made an error and left that item out from my order, but the guy at the shop was kind enough to notice and call me in order to fix it.\nThe delivery was made on the same day, just a couple of hours after the order was placed.\nI have no choice but to highly recommend this place, they care and it really shows. Thank you!', 'Helpful staff, will go out of their way to help you and order especially what you need, no questions asked', 'One of the best stores in the area.\nThe owner is patient and always giving good suggestions regarding toys and food.', 'many special diet food for dogs and cats, pleasant service', 'Friendly staff'], 'business_name': 'פנדה'}"
98,STOCKHOLM    ~SPOTIFYIL,"{'displayName': 'MISSING', 'primaryType': 'MISSING', 'biz_reviews': [], 'business_name': 'STOCKHOLM    ~SPOTIFYIL'}"
99,מ.תחבורה ? רב-פס,"{'displayName': 'HopOn Mobility', 'primaryType': 'MISSING', 'biz_reviews': ['I gave this company a 1 star review a while back,  I hated the UI and the whole experience was very uncomfortable, it is different now, I like the app and feel comfortable using it . Not sure if that’s something they did or the time to get use to it but it is a better experience .', ""This company theivs, lies, steal.\nDon't pay them a dime,\nThey'll steal your money and leave you dry.\nAbsolutely scandalous."", ""The app wouldn't connect with the card. after I did manage to force it to top up, it didn't recognise me on my phone for the second time and demanded a repeat identification. I had no choice but to lose it"", ""Low quality service.\nIt's absurd that they even exist!"", 'Never pay with credit-card they charge you multiple times. In my case 12 times'], 'business_name': 'מ.תחבורה ? רב-פס'}"
100,צ'אצוס קפה,"{'displayName': ""Chacho's Cafe Geula"", 'primaryType': 'cafe', 'biz_reviews': ['I’ve been passionate about specialty coffee for years, including hands-on experience with world-class barista champion finalists in Canada.\n\nMy son recommended Tel Aviv Chacho’s, and I’m so glad he did.\n\nThe cortado with plant-based milk was crafted to absolute perfection—I can’t imagine it being any better. The attention to quality and detail was exceptional.\n\nThis place deserves all the stars and the highest praise. Highly recommended for anyone who truly appreciates quality coffee!', 'This coffee shop is a hidden gem! Along with their yummy sweets and delicious coffee, they also offer free water which is a bonus. The great vibe and outdoor seating area make it a perfect spot to relax and catch up with friends or get some work done. The lovely staff adds to the welcoming atmosphere and makes every visit a pleasure. Overall, I highly recommend this coffee shop to anyone in the area.', 'Great little place that I love from my heart 🖤Sweet people with nicest attitude! even in the busiest hours - will help you with the smile, cool music, small sitting area outside and also inside (AC) quality coffee and matcha of ceremonial grade (mix and matcha). You can buy quality coffee beans 🫘 from them too. Best of luck and see you again for sure 🙌🏼✨ kids/dogs/vegan 🌱 and laptop 💻 friendly', ""I recently visited Chacho’s Cafe and I'm so glad I did! The coffee was great, and the prices were very reasonable. The atmosphere was cozy and had a great vibe. The cake was also really tasty! I would definitely recommend it to anyone looking for a great coffee experience!!"", 'The coffee is excellent, and the vegan and non vegan pastries very great. Take under advisement that the indoor sitting options are quite limited, so for extra hot day it could be a bit problematic.'], 'business_name': ""צ'אצוס קפה""}"
101,באוליג רמת גן/ ראשלצ,"{'displayName': 'Bowling Ramat Gan', 'primaryType': 'bowling_alley', 'biz_reviews': ['An amazing place for kids, families, group outings and dates. Lots of game machines, with a ticket master machine. Basic food, alcohol, soft drinks and hot drinks. Parking in front of the place.', ""Probably the best bowling alley that I've been to in a long time. The lanes are really flat, allowing a better, and more consistent game. The place also allows you to choose whether to enable/disable guarding rails per player."", 'It\'s just near Ramat Gan\'s stadium. The staff is friendly and accommodating, making for a pleasant experience that is always appreciated. One of the main advantages of this alley is that there is plenty of parking nearby, making it simple to get to and from the alley.\n\nThere are, however, a few disadvantages to consider. The alley can get rather congested in the evenings, resulting in considerable waiting time. This can be aggravating for individuals who prefer to bowl without interruptions. Furthermore, the alley does not take same-day appointments, which is a bummer for those looking to arrange a last-minute adventure.\n\nThe alley itself is likewise on the small side, with only 15 lanes. Overall, it\'s a good option for a night of bowling, and there are no better options in the vicinity. Recommended for its convenient location and helpful personnel, but be prepared for unexpected crowds and a lack of reservation alternatives.\n\nMy first time ever ""Bowling"" experience in my whole life  happened here and I so much enjoyed it. \'twas a treat from my company where I work for. (01-02-2023)', 'Nice bowling place. A bit old with a dated arcade, but fairly clean and hey, bowling is bowling.', ""Bowling Ramat Gan is a bowling alley located in a convenient spot near the stadium in Ramat Gan. The staff is kind and helpful, providing a pleasant experience which is always appreciated. One of the major perks of this alley is the ample parking in the area, making it easy to get to and from the alley.\n\nHowever, there are a few drawbacks to consider. During the evening hours, the alley can get quite crowded, leading to some waiting time. This can be frustrating for those who want to enjoy a night of bowling without any delays. Additionally, the alley does not accept same-day reservations, which is disappointing for those who want to plan a last-minute outing.\n\nThe alley itself is also on the small side, having 15 lanes. Overall it's still a decent option for a night of bowling, and there are no better alternatives available in the area. Recommended for its convenient location and helpful staff, but be prepared for potential crowds and a lack of reservation options.""], 'business_name': 'באוליג רמת גן/ ראשלצ'}"
102,נונה,"{'displayName': 'Café Nona', 'primaryType': 'cafe', 'biz_reviews': [""Perfect place for a nice launch/breakfast and coffee.\n\nI haven't tried cocktails, but the place looks very cozy, it has a large outside seating area with stylish furniture or you can sit inside and enjoy the same welcoming atmosphere.\n\nWe were with kids several times and they always enjoyed some coloring pictures and crayons which are provided by the staff.\n\nI have tried several dishes and they all were nice looking, tasty and filling.  Coffee was also perfect.\n\nWe had no issues paying with a foreign bank card.\n\nThe staff is always welcoming, nice and never overwhelming you.\n\nHope you can get the same experience here, which I have enjoyed a few times already."", ""Overall was a nice stay. The service was very good, the alcohol was half priced which was very encouraging. But we shared the chicken curry and it wasn't that flavorful, a bit dry needed more sauce. Aside from that this place has a beautiful atmosphere and service."", 'Great Shakshuka in Tel Aviv. Sweet little Coffee & Restaurant, with place to sit outside. Friendly staff and good service.', 'Barista/bartender made me coffee with extremely hot milk. And he was really rude when I told him that I even can’t hold a glass. He made me new coffee with the same temperature. And way he was talking to me almost brought me to tears', 'Simple and nice. Serving sizes were smaller than expected- for example I ordered the Spanish breakfast and expected the wiener to be the star of the dish but only got one tiny one which was unfortunate because it was very good. service was great. Nice atmosphere and a great location right in the center of Tel Aviv, near Rabin square. Nothing too special, overall simple but quite tasty dishes.'], 'business_name': 'נונה'}"
103,"עברי בפארק בע""מ","{'displayName': 'עברי בפארק - פארק אריאל שרון', 'primaryType': 'restaurant', 'biz_reviews': ['High quality products.\nFood was delicious.\nEven though the place was fully packed we got our order really fast...\nHight recommend to bring a mat to put on the grass and eat in the nature.', 'We arrived on Thursday afternoon, it was not busy.  We ordered pizza burrata, iced coffee and iced mocha coffee.  The food was very tasty, the cost is a bit expensive considering the fact that parking also costs 20 NIS.', 'Amazing place, high quality ingredients. A bit pricey but worth the occasional visit.', ""A very established dairy farm from Azaria, that opened this bakery restaurant in June 2023 at Ariel Sharon Park. Dudu Ivri, the owner, who's Iraqi parents started the farm back in the 80s, is a great friendly guy. He steps through the tables and ensures every one is enjoying their meal and always open to improve. All orders are delivered in take away boxes and it's a self service, so you can enjoy them while visiting the park or in your trip somewhere else. Note that the parking is several hundreds meters far and you'll need to climb your way to the place. I enjoyed the fresh baked calazone made in the Tabun stove. Prices are somewhat higher than average but the quality products are fresh and tasty. Arrive early on Fridays if you would like to avoid the long wait. Personally I would like bigger paper plates and to have the option to buy cheeses which is still missing."", 'This place is uniquely gorgeous and absolutely superb!!!\n🌟🌟🌟🌟🌟'], 'business_name': 'עברי בפארק בע""מ'}"
104,סיטי מרקט קריניצי,"{'displayName': 'City Market', 'primaryType': 'supermarket', 'biz_reviews': ['Bigger than expected. Lovely vibe at 04:00 in the morning.', 'Open 24/7 with a large selection of goods, from vegetables to cleaning supplies.', 'always taking care of the prices... 24/7 ...what else could you want/need', 'Love the shop good viraitis not the chipest bud good prodacts', 'Good variety but more expensive than regular'], 'business_name': 'סיטי מרקט קריניצי'}"
105,פט בסט,"{'displayName': 'פט בסט Pet Best', 'primaryType': 'pet_store', 'biz_reviews': ['I had a wonderful experience at this pet store. The staff was professional, friendly, and incredibly helpful. They provided excellent service and made me feel very welcome. The warm and inviting atmosphere truly stood out.\nHighly recommend!', 'I use the store from time to time. We own a Golden Retriever. I went in last week to purchase some dog snacks and a bone. I picked the snacks and asked for a recommendation regarding the bone. I was recommended a very expensive one 150 shekels. However our dog is like another child, spare no expense. Upon arriving home the dog loved the snacks but did not go for the bone, Goldens would eat anything… including dry wall. Tried to give it to a close family dog, she did not go for it, tried to give it to a friends dog again the same reaction. Feeling uncomfortable I came back to the store and explained, got no reaction from the owner I did not ask for money back but only a store credit, got brushed away. I guess they lost a customer I am sure they will survive. Pity because they could have earned a more loyal customer.', 'Great place to buy dog food.\nI bought the hypoallergenic food from this business, they provide it in the best price available in the area.\nAlso providing free shipping (same day!).\nDefinitely recommend this place.', 'A wonderful store with a huge assortment of products for all pets. Very nice employees who love their job. Thank you for the wonderful service and gift for our cat!', ""What a great service and great prices!\nWe found many things we have never seen anywhere else, and we do go through many many pet stores to find the special items we are looking for.\n\nIf you don't live too far, it is worth coming here! delivery is also an option, but you have to visit at least once!""], 'business_name': 'פט בסט'}"
106,החומוסיה של דני,"{'displayName': 'החומוסיה של דני', 'primaryType': 'store', 'biz_reviews': ['Wow! How delicious and surprising it was. Yellow falafel (for those who like it) is delicious, fresh and tasty hummus, chips, fresh salads, lovely service. The place is clean and pleasant.\nHot recommendation to come here or order.', ""Givataim's hummus, mild hummus, properly seasoned, one that allows you to continue the day with high energy.\nAnd Danny the owner who always makes sure that there is good music, the kind that makes you miss him"", 'The highest level, refined and light hummus without preservatives that cause you to have an unwanted hangover, a delicious Sabih salad and seasoned with great precision! The owners are very pleasant and the place is clean! We will be back soon to taste the other dishes!!', 'I ate there in the middle of lunch. There was excellent hummus - Paul was really hot and look\nVery nice pitas - and most importantly, it was excellently spicy. I was told it was their recipe\nHighly recommended shortcut!\nI realized that it is also possible to buy their hummus at home.', 'Great hummus greatly improved from the first time I was about a year ago. Excellent service and courteous attitude. Fair prices for the area. Highly recommend to all hummus lovers'], 'business_name': 'החומוסיה של דני'}"
107,בי דראגסטורס בלוך גב,"{'displayName': 'Be | בלוך גבעתיים', 'primaryType': 'pharmacy', 'biz_reviews': [""Appalling service. I went in there with my 2 daughters and the cosmetic manager commented that it's not a place for kids so I'll take them to the park or something."", 'A large branch in a relatively central location, but the pharmacy does not have an arrangement with Klalit. You can go to the BE Pharm branch at the intersection of Weitzman and Kachnelson streets in Givatayim that accepts Klalit prescriptions.', 'Excellent service, reasonable prices. Clean and welcoming store as well as the staff', 'A large and spacious branch. Service workers. a wide range. When an effective pharmacy.', 'Does the pharmacy have an arrangement with Klalit?'], 'business_name': 'בי דראגסטורס בלוך גב'}"
108,טוני ווספה גבעתיים,"{'displayName': 'Tony Vespa', 'primaryType': 'pizza_restaurant', 'biz_reviews': [""Very nice pizza to eat on spot.\nHuge toppings selection, very light dough.\nAnyone can find a pizza he will like.\n\nI think that's its not very successful in a delivery.\n\nConclusion,\nIf you are nearby grab a bite, don't order."", 'Very expensive pizza, doest worth it.\n2 stars for being open after midnight.', 'Good pizza, the place feels a bit more special than other pizza places area. On a summer evening you can chill out with a beer outdoors, while kids are having their pizzas. I think the price is above average too though.', 'Well, you can’t go wrong with them.\nTasty dough, great toppings and everything is fresh.\nI love how they use fresh vegetables and leaves it simple with a good sauce and flavors. Crispy base and not too thick.\nFun to eat and light compared to others.', ""Good pizza. Fresh toppings. Very tastey. They make it in large treys and you can select the slice sizes you want. Recommend if you're in the mood for some cheesey cuisine.""], 'business_name': 'טוני ווספה גבעתיים'}"
109,BITהעברה ב,"{'displayName': 'ביו קרדיט - BioCredit - ייעוץ ותיקון נתוני אשראי', 'primaryType': 'consultant', 'biz_reviews': [""An unreliable company, they promise to correct negative data, in fact they delete the entire rating and then you have no rating and start over\nWhat's more, to delete the rating you don't need them, you can do it with a simple application to a credit rating system, not recommended\nAfter they are paid, the treatment is disgraceful and belittling\nMore trouble than help\nDo not contact them at all\nOne big lie"", ""They got back to me regarding the correction of the credit rating in the conversation I was told that they delete only the negative data, they confused me that they correct only a specific figure that is in the report, from there after the conversation and that I closed with them and paid I started to find out and saw that there is no such thing as deleting negative data, they delete everything! I spoke to them several times afterwards and they still insisted that it was a spot-on imitation! After a few calls a nice girl spoke to me (which is rare there) and told me the truth that they just delete all the history. Finally I canceled the deal (at least that's what I thought) and I was promised a refund of 75% of the amount! Nothing has been canceled and the payment continues to drop! Be careful, pay attention before you sign with them, there are professional salespeople who know how to engrave beautifully! A company of deceitful robbers God will pay one by one there, everyone who lends a hand in the stings of hard-working people who are in need."", ""A company of crooks\nThey do not provide service after they charge you money\nAnd for what? about nothing\nThey delete everything!! Good things too\nIt's eye work!!"", 'I advise you not to contact this company!\n\nThey claimed that they would delete all of my negative data, what they did was simply delete my entire financial history, now no body will approve anything for me, and Visacard canceled my credit card as a result.\n\nWhat they did to me I could do myself in a minute, which also does more harm than good.\n\nNote that even the positive comments here are fabricated!', 'Not recommended!! They stung me in 2000 bushes and they did nothing\nAnd listed in their contract! The payment is based on success, if you are not successful, you get your money back\nUnfortunately nothing was returned'], 'business_name': 'BITהעברה ב'}"
110,פסגות הקרח- פארק פרס,"{'displayName': 'Ice Peaks - Heichal Hakerach', 'primaryType': 'ice_skating_rink', 'biz_reviews': [""We had really fun!\nIt was a public holiday and a very busy day,but .......\nThe staff was great and very nice.\nP.s.: If it's your or your kid's first time, pay for an orange seal before you are going to the ice.  It's not cheap but worth it!"", ""The facility is nice and comfortable, for both skaters of their companions. Located on main road, it is easily accessible, with plenty of parking lots. One entry is 45 minutes and there are both experienced skaters and beginners so you can learn easily from somebody. With nice staff and plenty of place, this is a well recommended spot to spend time with kids. Don't forget to bring worm jackets! It is very cold inside."", 'Was fun, the facility was very nice and comfortable. There are pro skaters so you may have a chance to learn the basics if you are truly a beginner, or some assistance to improve your performance. Recommend for everyone.', ""The place is pretty much organized and a good value for the money. However, the ring itself isn't flat and you can feel bumps as you skate. The ticket allows you a 45 minutes of skating with the option to exit and enter the ring during that period. The minimum age is 5 years and it is possible to have kids between ages 3-5 ander adults supervision. There is a pizza place in the arena. The prices are above the average and the customer service is awful and rude. On the arena, there is a photographer that takes your pictures and you can buy a magnet with the photo on it. Don't bother because the pictures are useless.\nThe place is usually not very crowded. Sundays are reserved for groups."", 'Ice is beautiful.  Friendly staff.  Open during lockdown but now requires special voucher from hotels until things open up.'], 'business_name': 'פסגות הקרח- פארק פרס'}"
111,סינמטק תל אביב,"{'displayName': 'Tel Aviv Cinematheque', 'primaryType': 'movie_theater', 'biz_reviews': [""My exhibit was censured. My name removed. My property harmed.\nIt's a shame the city of Tel Aviv behaves like this.\nThe exhibit was about the systematic use of contact centers (מרכזי קשר) by the state of Israel. It illustrated the horror that the thousands of children have to go through each year after vein systematically cut off their fathers in the state off Israel and particularly in Tel Aviv.\nAs a form of engaged art the exhibition was censored since the city of tel aviv provides funding for the cinémathèque and also runs a contact center where about a thousand children are forced to see their dad in a cage.\nThat cage is next to gan meir and the gay center.  It has an armed guard and wire on shuttered windows.\nVideo cameras and separate entrances for the women who bring the children and the men who go see them in the cage."", 'Very good cinema theatre, showing some serious movies', 'Very professional and helpful staff. The place is well maintained, and overall, it has a very nice atmosphere. The festivals they produce (eg, Animix, Icon) are the best in Israel.', 'Wonderful, to visit the Cinema after 16 months. Great location, only 15 minutes from the suburbs.', 'Home to TSIFF. Full of inside-jokes and all in Hebrew, still felt exciting. The movie theatre feels like the real theatre - obviously in a good sense. Comfortable, free, welcoming, open-minded, too'], 'business_name': 'סינמטק תל אביב'}"
112,טוני ווספה,"{'displayName': 'Tony Vespa', 'primaryType': 'pizza_restaurant', 'biz_reviews': [""Very nice pizza to eat on spot.\nHuge toppings selection, very light dough.\nAnyone can find a pizza he will like.\n\nI think that's its not very successful in a delivery.\n\nConclusion,\nIf you are nearby grab a bite, don't order."", 'Very expensive pizza, doest worth it.\n2 stars for being open after midnight.', 'Good pizza, the place feels a bit more special than other pizza places area. On a summer evening you can chill out with a beer outdoors, while kids are having their pizzas. I think the price is above average too though.', 'Well, you can’t go wrong with them.\nTasty dough, great toppings and everything is fresh.\nI love how they use fresh vegetables and leaves it simple with a good sauce and flavors. Crispy base and not too thick.\nFun to eat and light compared to others.', ""Good pizza. Fresh toppings. Very tastey. They make it in large treys and you can select the slice sizes you want. Recommend if you're in the mood for some cheesey cuisine.""], 'business_name': 'טוני ווספה'}"
