business_name,displayName,primaryType,review_1,review_2,review_3,review_4,review_5
מבאלי,מבאלי - Mabali,dessert_shop,"Best malabi in Israel. Cocanut is roasted, pistachios are with rose petals, syrup with berries.","Mabali was a gem in Ramat Gan but they have really gone down hill! We used to get malabi from them all the time we really enjoyed it and the different flavors - it was the best malabi we had- the serving size was large and the price was 14 and 16 nis. But in the last year they reduced the size of the malabi to half and now they charge 18 to 22 nis for one.

Such a shame this place made the portion size smaller and increased their prices so much that it's not worth it. Definitely do not recommend Mabali - not worth the cost or size you get","First time ever having Malabi, and it's excellent!
The environment is fun and open, with careful touch to detailing. The staff are what really makes this place worth it. The two guys I met were funny, inviting, and were an overall joy to be around. The food is a nice change from other desserts, being a cream based pudding-esque dish with some great topping selection curated for the best mix of flavors and textures. Overall, a wonderful place, with wonderful people, and wonderful food.","Really good Malabi, highly recommended!",Amazing vegan malabi and great prices!
מזנון אבן גבירול,Miznon,restaurant,"This unassuming place is the original restaurant of a celebrated Israeli chef.
One has to order, pay and pickup the order and they have ""patio"" tables.
If you can, best to come before 6pm dinner rush.
The food is great!
We had the whole baby cauliflower which was truly ""melt in your mouth"".
The chicken liver dish comes as either in  pocket pita or a plate (which is aarger portion) and their vegan mushrooms ""shawsrma"" in a pita (with many whole good-size mushrooms).
All these dishes are highly recommended.
The above plus two bottles of soda cost only I.S.141 which is great value for such a quality meal in the expensive TA...",Amazing service. Best in tel aviv so far. Staff was so friendly. I had the mushroom pita and it was unreal. The mushrooms were so fresh and well cooked. I'm impressed.,Great Crash Kebab pita. A bit small. I felt there was more pita and toppings than meat. Good for a snack but not if you are super hungry.  Both my friend and I had to get other food.,"The reason I give one is :
1. Meat - there is barely meet in the pita , pits was wet and broken
2. Service - we order 4 pita we got 2 after 20 min than another one than we got the last one which took all over 30 min , the place wasn’t busy

FYI.  Made mistake on one of the order

I will give the restaurant 5 starts in marketing
I would except much more

Hope you will get better , see you next year",This place used to be incredible but has gone massively downhill. 1 pitta and waited 30 mins despite more than half tables empty. Pitta was also pretty average to bad.
מחלבת מרקוביץ',מחלבת מרקוביץ ארץ זבת חלב,ranch,"We visited the dairy twice in a row, once to buy some sheep cheese (the only type made), and then to attend a Tasting Experience (""חוויטעימה"") on a Friday morning. The personnel was courteous and pleasant. The Tasting, conducted by the owner, was well organized and informative. The cheeses are unique creations with Hebrew names, all very tasty. Missing is a brief description of each. The yoghurt and ricotta are very special, to our taste. Recommended.
Update:
Recently, the dairy has begun to offer a take-away picnic package, available Sunday thru Thursday when ordered a day in advance. The package contains several cheeses, mini veggies, olives and a fresh baguette. We opted to have it sitting on the large roofed deck. There is a free  self-service coffee/tea counter.
We liked the package, enjoyed the food,  missed only some butter.
Service was quick and friendly.
Lastly: There is a lot of parking space.","Such a lovely hospitality and welcoming people. Was very informative, tasty and funny. Great experience and you can tell these people love their work. There is a shop next to it you can get your own cheese and more.
Good people!!",Great place to buy a local hand made cheese and also great place to spend a few hours with kids. Look for their weekend cheese festivals .,Very nice place. Good sheeo cheese and other things related,"Perfect place to taste new goat cheese and have a coffee with viewing the goats. Very pleasant host. It worth visit only because of him. Thanks for good experience, good to see man that enjoy what he is doing."
"מי רמת גן- הו""ק",מי רמת גן,government_office,"Disgusting attitude to work. If, when I moved to a new flat, a very competent and cultural employee worked with me... then I was just in shock: For a very long time I have not received water bill, and my calls and several trips to them did not give any result. Each time they promise to resolve the issue, each time it ends with payment via telephone or on-site in the office. Months ... months!","I've been trying to contact them to transfer the ownership of an account and close the outstanding amounts. Can't do it online and the call center is useless, waited for over 18 minutes in line only to 'leave a number'.

This is a joke, a bad one.","This place is a real RIP OFF and What They Are Calling Service is nothig but a ONE BIG SCHEME! I called many times and tried to speak to a person and the message programmed after you press the right number to speak to a person ""the message is asking you to wait and then after a while asking you to leave your number"" and that's it. After I had no choice I have left my number and no one ever got back to me and only once ""although the caller id showed the water company"" the person named Hadasa said she's from Iriyat Ramat Gan Arnona Dpet. and after I've asked her to talk to the Water Company she has promissed that someone will get back to me and NO ONE EVER GOT BACK TO ME! THIS IS SICK AND BAD SERVICE AND PEOPLE ARE VERY RUDE OVER THERE!!! MY ONLY HOPE IS THAT KARMA WILL TAKE CARE OF EACH AND EVERY ONE OVER THERE!
If I’ve helped, thank you for clicking the “LIKE” button!
My Ratings: Price $$$ (comparing to what we are getting and service)
Service 0*, Comfort 3*, Bathroom 3*
A SPECIAL DUNG AWARDS &#128169;&#128169;&#128169;","All I want to do is close out the bill at my old apartment and transfer my new apartment in my name, their online form does not work and gives me errors, THEY DO NOT ANSWER THE PHONE, one time they answered and said they would call back and never did.  ABSOLUTELY USELESS.  I have no idea what to do, they just don't answer.","This company is unreachable in any way, please avoid moving to Ramat Gan just in order to not handle with this ""company"", literally just trying to steal money and give 0 service or answer any of your inquiries"
מיני משתלה,מיני משתלה,farm,"Plant store where most plants are 50nis or less. Great selection, lots of plants, pots and accessories. Very busy on Friday.","For 20 NIS, the happiest pothos I've seen in a while",Used to be lovely experience in this place... But unfortunately today there was a very rude assistant outside...too bad,Very affordable and a large selection of plants. Best place for plants nearby.,Great service! Great plants. Highly recommended.
מינימרקט לידיה,יאלי בשכונה,supermarket,"Very nice neighborhood grocery store. Although prices are a bit high, the owner and the workers are very nice & chill, they have a wide variety of products, and also have a small bakery where they make fresh pastries every day. On top of that, they can make sandwiches for you if you ask them from the wide variety of meats & cheeses they have there (although you can't put both dairy and meat sadly) on top of some vegetables and sauces. They also do deliveries to the neighborhood, and the music they put in the background gives a very nice atmosphere to the place.","Really nice to find a small store with everything in the middle of a neighborhood.  I found really cool stuff there. Black garlic, and more!",Very good variant,"Nice grocery store with excellent staff, fast service and pastries (borkas) that are prepared on the spot. Very convenient opening hours (until 22:00) the prices are high at the level of explosion. In most product categories there is a large selection (especially in the milk refrigerator). The selection is lacking only in the field of soft drinks. This morning I got there and there was no regular Coca Cola but only Coke Zero and Diet Coke, and there is never any RC Cola or Pepsi. How is it possible that a grocery store does not have the ""taste of life""?","Service at a different level if it was 10 stars is also given to you. Our whole family has been buying from them for years, great prices, cheaper than the big chains, nice people, ready to help, especially Michal the Champion, who is always there to help and provide excellent service to the whole neighborhood, thank you very much
⭐️⭐️⭐️⭐️⭐️"
מינימרקט עד חצות,עד חצות,grocery_store,MISSING,MISSING,MISSING,MISSING,MISSING
מכולת האחים,מכולת האחים,grocery_store,"Very pleasant and even more delicious
Highly recommended",Convenient opening hours. Good selection of products.,very kind 👌,MISSING_REVIEW,MISSING_REVIEW
מקום בלב שלנו,Makom Balev,restaurant,"We came on a Friday morning, the place was very nice and we really liked the vibes. Service was good and food was also nice, though I would say the salmon and egg dish(the almost egg Benedict) was quite small for the price. The red shakshuka dish was very filling. I would recommend try this place (and better to book in advance)",September 2024 had a family celebration at Makom Balev. Great location with lots of atmosphere. Very attentive people who responded to our every request during the event itself. A lovely event manager. Pleasant people to deal with. Certainly added to the success of the event. Oh and by the way - food was great - tasty and lots of it. Happy to recommend it to anyone wanting a place for a celebration.,"I know this place in Raanana for years. Recently, there was a change in (actually an addition to) owners' structure. Went to see what changed. Unfortunately, didn't come out encouraged.
The place looks the same, the ambience is laid-back, distance between seating places is good.
However, the quality of food, from the unpleasant smell of burned oil on which omelet was fried, the look and feel of a not-so-fresh salmon, and even the quality of (usually bulletproof) crack-pie were disappointing. The only good dish was a market salad;)
Yet, Adam, who served us, with his charming smile and a professional service, somewhat compensated the disappointment (the score reflects additinal star due to him). Also want to mention Lia, the hostess, who was professional and accomodating.
The prices are too high for the quality and appearance of the food.
This place can be a jewel with it location and potential once the quality is greatly improved.
I'll wait for it to become such.
Value for your money - very low.","Great great atmosphere, a gem in Ra’anana!
The food is good, the pizza of the North is super recommended!
The wine selection is ok, the service can totally be better and faster.
Overall, a great place where to spend some good time in relax. 🧘🏼","We’ve Had a great time. The food it tasty and the dish size is good. The first dishes are especially good, I loved the polenta. Also the desserts were great, recommending the bread pudding.
The stuff is very nice, welcoming and took care of all our needs and requests. A GREAT place 👍🫶"
מקור הפרי והירק,מקור הפרי והירק,food_store,"Disgusting goods at exorbitant prices.
I bought cauliflower about three days ago for NIS 20 per unit (they don't sell by weight but by unit which is absurd, the smallest or largest is 20 NIS and this is misleading).  The cauliflower is full of mold, flies and worms, completely rotten.
Saves you the picture","I happened to be passing by Achuza Street in Ra'anana and saw the Tana HaFrey vegetable store, I asked the nice seller if they have a website and they make deliveries to Ra'anana, he answered in the affirmative.
Today on 12.04.2022 I made a shipment of vegetables and they arrived today! Fast delivery, vegetables of the best, hard, strong, with muscles, beautiful vegetables, fresh and sweet, and most importantly very clean, I came to write a review for them and saw a score of 4.7 friends, it's not just 4.7 the surfers vote with their hands, and when the service is good and of high quality and the vegetables that come to you are of good quality and then What wonder the score is like that.

After one of the worst shopping experiences in the supermarket chains that chose rotten vegetables for me, really rotten and disgusting, I switched to regular orders at Tana Heferi, the price is really great, and it would be good if they put a checkout on the website, it would make the purchase process easier even though cash is also great. All in all, an inexpensive price for a quality product. worth fire!

Thank you very much from the bottom of my heart,
greetings,
Barak Barkai.","displayed incorrect prices. Lucky I noticed at the checkout.
The law obliges to give the written price in such a case, but the law does not interest them, nor the deception of the buyers.","Expensive! 23 shekels for a chestnut pumpkin? Divide the mind

Edit: The kind owner responded that I'm messing up, even though that's exactly the price he was asking for, only there's no written price and you can't take pictures here. What is true is that today the price is already 4.9 per kilo in the Birkens near Beherzl and with him we hear that it is 18.9. Will be beaming!","Vegetable store with a large and varied selection.
The goods are high quality and fresh.
The prices are absolutely reasonable, more expensive than the supermarkets but not sky high, certainly if you compare the quality of the goods.
recommended"
מקס 10,Max 10,store,"Impatient & Horrible service by bald guy  there make you a favor….
I'd rather buy somewhere else with better service and pay a little more.
👎👎👎","Neatly arranged, easy to navigate, surprisingly varied for its size.
Every item has a price tag, shelves are full of cheap, useful and fun products.
The people were very helpful, the line for the cashier was short and fast.
Thank you :)","Great stores!!!  Cheap, ordinary and unique items (mostly poor quality even though could be good if you choose wisely). Lots of choices for parties and practical things (garbage cans to small shelving and house cleaning) and decor. They also carry every type of beauty products (soaps, shampoos, toothpastes, etc.) Your traditional North American Dollar Store.

Staff has, for the most part, been friendly, knowledgeable and helpful. Is  it only that I was lucky the few times I went?","Great replacement for a ""dollar store""  my only complaint is that the shipments can be sporadic and if you miss an item they may not get it again at all ..or for a year.  Example mr16 led bulbs.  Bought 2.  Worked well.  Went back and they were sold out and I've been waiting for 3 months and they still haven't got them back.  Another example is black clips/clamps.","Super nice store with variety of items from kitchen, decor, crafts, baking etc. at super low prices. Love going to this shop and there are lots of these shops in Israel and not one of them sell exactly the same items.❤"
"מקס 20 אלנבי ת""א",MAX 20,store,"This place is an amazing general goods store! 🏪 MAX 20 has an endless collection of items, trinkets, and general items! This spot really has everything you need. The prices 🏷️ are so cheap! An absolutely must for everyone looking for an affordable option for some household and kitchen items 🔪. Staff is super nice and professional. Checkout is quick! I wish I came here earlier and more often!","A great selection of household items. The prices are generally good, but you do have check. The Alenby location is quite large and they have a wide variety of usefull and interesting products. For general household items, this is probably the first place to look.","I recently visited a store that sells a great variety of products including bathroom accessories, storage solutions, home decor, kitchenware, and toys. The prices are reasonable and the quality of the merchandise is excellent.

The bathroom accessories section had a great range of options with various styles and colors available. The storage solutions offered were practical and useful for organizing spaces. The home decor items were trendy and unique, with something to suit every taste. The kitchenware selection was extensive and included everything from cooking utensils to baking dishes.

The store also had a great selection of toys that my kids absolutely loved. I was impressed by the quality of the toys and the variety available for all ages.

Overall, I highly recommend this store for anyone looking for affordable and high-quality products. With such a wide range of options available, it's easy to find everything you need for your home in one place.","A great budget shop to find a huge variety of stuff ranging from home decoration, to clothing, to kids crafts!
Snacks too. Because one gets hungry checking out there huge collection of stuff spanning two floors and a large area.","It's the best dollar store. The prices are fair and u get good lasting quality for the buck. They have a lot of essential things and lots of crafts equipment. I love the guy who owns it, he's very polite and calm usually."
מקרו זול הזול,מקרו זיל הזול,grocery_store,the best place for household paper items,Old concept store. Only cleaning materials and nothing else. It's really good to have places like this. go sometimes,A large selection of all home toiletries at excellent prices. The owners are very friendly and nice. You can pay by credit card when buying in the amount of NIS 40 or more.,A rich selection of home products at completely reasonable prices. Efficient and courteous service,"Varied goods, good prices, excellent delivery service and the owner is kind and nice. Personal and efficient service!"
משתלת שתילים שחר בעמ,משתלת שתילים,farm,Excellent Gardening Nursery . Helpful friendly staff and best prices in the locality . Fully recommended.,"Great service, professional,  large variety of plants.
Lovely store.","Beautiful plants
Great place and good prices!!",Wow! What an amazing selection and merchandise! Great service from Nir and really the nursery with the most beautiful selection and quality I've seen. Highly recommend,"The service is excellent, all the staff are very explanatory and kind, the prices are fair. A very pleasant shopping experience"
נון סטופ מרקט,Non Stop Market,grocery_store,Be carefull. I order 2 bottles of pepsi here and when open they have aroma of toilet bleaching chemistry. May be not a best poison but how it can be in colla? Not sure may be this bottles stay long time at sun. But both smell so strong. Sorry dont have time to investigation how it us happened.,Very well organized and supplied.The vendors are polite and fast workers.The same goes for the cashiers.They have reasonable prices and monthly special sales. I really enjoy shopping there.,Always clean and friendly. Usually good fruits and veg. Expensive though.,"Fair prices, nice diversity of products for a small local store, very friendly stuffe.",NICE LITTTLE MARKET AND ALSO THEY ARE A BRANCH  OF THE POST OFFICE.
נונה,Café Nona,cafe,"Perfect place for a nice launch/breakfast and coffee.

I haven't tried cocktails, but the place looks very cozy, it has a large outside seating area with stylish furniture or you can sit inside and enjoy the same welcoming atmosphere.

We were with kids several times and they always enjoyed some coloring pictures and crayons which are provided by the staff.

I have tried several dishes and they all were nice looking, tasty and filling.  Coffee was also perfect.

We had no issues paying with a foreign bank card.

The staff is always welcoming, nice and never overwhelming you.

Hope you can get the same experience here, which I have enjoyed a few times already.","Overall was a nice stay. The service was very good, the alcohol was half priced which was very encouraging. But we shared the chicken curry and it wasn't that flavorful, a bit dry needed more sauce. Aside from that this place has a beautiful atmosphere and service.","Great Shakshuka in Tel Aviv. Sweet little Coffee & Restaurant, with place to sit outside. Friendly staff and good service.",Barista/bartender made me coffee with extremely hot milk. And he was really rude when I told him that I even can’t hold a glass. He made me new coffee with the same temperature. And way he was talking to me almost brought me to tears,"Simple and nice. Serving sizes were smaller than expected- for example I ordered the Spanish breakfast and expected the wiener to be the star of the dish but only got one tiny one which was unfortunate because it was very good. service was great. Nice atmosphere and a great location right in the center of Tel Aviv, near Rabin square. Nothing too special, overall simple but quite tasty dishes."
נטו סטוק,Netto Stock,home_goods_store,Great store. Amazing deals and prices. Really good customer service. I enjoy buying there all the time.,The store is nice- same products are cheaper at Max Stock. The cashier was rude and disgusting. I will never go there again!,"Nice store for kitchen and other home staff, mostly good prices","Expensive, have near Max 20
attendance grudgingly.",Cheap
ניסו,Nisso,cafe,"We ordered some breakfast. Isreal breakfast and Shakshuka along with coffees.  Place seems to be popular with a lot of people. Taste was quite good, but you need to make sure they understand you and bring you the exact things you ordered. We paid for breakfast the same amount of money as for a lunch which is quite a lot. We've been given some water for free, but these yellow cups weren't that clean.","Terrific ambiance. Good food - but slooowww to come. Great vegan selection. Abhorrent bathrooms.

Two friends and I found this place by chance and were happy with our luck.

The vegan menu is abundant and creative.

I ordered the beet burger with potatoes. The burger itself wasn’t as flavorful as I had hoped, the buns weren’t toasted and the potatoes weren’t as golden brown as I like, but the dish was fine.

It took a while for the food to arrive and it seems like a recurring issue in this establishment.

The service was friendly and courteous, but once the food was served, we turned invisible.

The music of choice was fine, except it was quite repetitive and monotonous.

Whatever this restaurant lacks it makes up for with a cool ambiance and great clientele.

The seating is outdoor. The tables are quite small for the size of the dishes.

One of my friends was celebrating a birthday, but the restaurant didn’t have a sparkler. No biggy.

This is a place you go to to chill out in a cool ambiance, not for the service or food (which are fine).

Someone should teach the management about the relationship between clean bathrooms and appetite. Because of the amount of clientele, the bathrooms need tending to more often.

All in all - a good experience.","RUN RUN RUN that fine place is it gonna wait for you sorry for my late blooming but you are going to enjoy there!!  The coffee is out of this world the Pastries are amazing and I so a juicy burger next to, so I came into a conclusion that is the place for every scenario -
for chatting / morning routine / hunger / dessert / going out / date

They even have merchandise of the place that looks wearable and people will complement them.

( again sorry for eating first and than shooting )","Omg! They really make heavenly meals. Perfect in evrey way. I cannot wait to come back. The service was superb. Dog friendly. Sitting is so good plentiful and comftable. Very busy place. Well done friend, this is the right way to run a place.","So-so, croissants were not fresh and tasty, even cheese were not heated, too loud and powerful fans, not so much tables for seat. Not the best choice for breakfast."
ניצת הדובדבן רמת גן,ניצת הדובדבן,grocery_store,"This isn't a supermarket
This is a store for premium products
Like organic stuff and whole foods, with proces set accordingly.","For me, since I am a vegetarian/vegan, I find what I want and what suits me and I like. It's just a shame that sometimes, there is not enough supply of several things, which I buy regularly. And really hope it gets better!! Besides, they definitely have good, tasty and healthy stuff.","Bad experience, the cashier is antipathetic. I will not recommend.
I always shop at Ibn Gvirol. Always before buying I am asked ""the club member""
In the store, at Ramet Gan, the cashier didn't ask me and when he finished the bill and I paid, I asked him if I had any items that I was getting a discount on because of my membership. I had 3 items.
He looked at the bill and said, no.
At home I saw that I had bought a silaan of the cherry sprouts, NIS 12.20
It's not about a few pennies but the ratio","Very crowded and uninviting. It is felt that there is a lack of workers, a lot of goods in the aisles and it is really difficult to squeeze in and also there is almost no one to ask. A lonely cashier who doesn't care so much if there is a line and a lot of customers waiting.","Uninviting place, unpleasant energy inside, many products missing.
I recommend the branch in Givataim much better value 🙏"
נעשה ונצליח,נעשה ונצליח כלים חד פעמיים וכלי בית,store,"A store that sells disposable utensils and everything you need for the kitchen and home. Kind service, huge selection, very reasonable prices.",A store for household and disposable items. Very cheap prices. A bit crowded,"Good and decent prices, the shop owners Relli and Shlomi are charming",MISSING_REVIEW,MISSING_REVIEW
סוהו,Soho,sushi_restaurant,"Really great looking place! Really liked the red accents around the restaurant even though the tables don’t really match the interior. The food is of amazing quality, absolutely delicious 😋
The service was also superb 👌👌
The only thing that really spoiled our night out at Soho was the tremendous noise in the restaurant from all the people sitting around you, it’s really sounds like birds chirping at sunset and it’s kinda unbearable, there must be something off with the acoustics of that place as we’ve been before at fully packed restaurants but never experienced that type of noise. If not for the noise, this restaurant definitely deserves a well deserved 5 ⭐️⭐️⭐️⭐️⭐️","Amazing for a family gathering or a date. The light is dimmed, the music is gentle and the waiters are always checking to see if you need anything! Food comes out pretty quickly and there is a variety of options. Recommend!","Honestly, there's a reason why it's one of the most known sushi restaurants in the center, I'll cut to the chase - my friends and I made a reservation and still had to wait for 20 minutes to get a table, the place is usually packed even in the middle of the week. The prices are a bit higher than average HOWEVER the dishes were absolutely amazing, the sushi was original, delicious and with generous proportions of fish and other ingredients. The Wok I ordered was extremely in a large proportion. As a matter of fact it was the first time in my life that I wasn't able to finish the dish despite how hard I tried - once again absolutely delicious! The main downside for the restaurant was that the staff can be... Very slow... Even when you're actually trying to pay or simply waiting for your credit card to return. Overall a great place, would definitely come again",Each dish came with fresh ingredients and tasted very well. The cocktails are great and the service is very fast.,"This Asian fusion restaurant perfectly understands its own niche and delivers trendy dishes with high quality ingredients. I live in Chicago and it’s easy to find a club/lounge with sushi and noodle dishes that are sloppily prepared or over-processed. Soho provides the atmosphere for a fun night out without missing the mark on the food. Ingredients like steak are thoughtfully sourced, fish is fresh, and flavors are balanced. Highly recommend the pad Thai with ribeye and truffle oil."
סופר פארם אורדע רמת,Super-Pharm,drugstore,What can I say about them you know what changes pretty much every place you go to is the same I love them they're everywhere and they're open late,"The pharmacy usually  has a long line,  but the service is great.","You know you're at a super pharm when you walk in, take a number, wait 10 minutes with the number on the screen never changing, and walk out.","very good, friendly service and no queues",Average pharmacy. Shopper's Drug Mart Chain.
סופר פארם בורכוב גבע,סופר-פארם בורוכוב גבעתיים,pharmacy,"Pharmacy in here, very bad, barely move. I started thinking they making those in here",Poor service,"I must positively mention an employee named Anna, unfortunately I did not catch her last name. Outstanding service and humanity that I haven't seen in a long time, how obvious it is. Branch managers, I hope you appreciate it.","I would like to mention the lovely employee Sharon, who always gives good advice and tries to help in every way she can. Beit Bamarkat and especially the pharmacist Harardo, unbearable. Unreasonable waiting time, unprofessionalism and incomprehensible aggressiveness. The branch manager is not interested in what he is doing and the customer service of the Super Pharm, Mechvas Mil.","Terrible branch.
Every time my friends and I (we are girls) go in and get frustrated about makeup and things, a saleswoman immediately pins us and the saleswoman looks and doesn't let go, we immediately feel uncomfortable at all and we want to get out of there and not buy anything.
The sellers there need to understand that just because we're girls doesn't mean we'll mess up the whole store."
סופר פארם בסר סיטי פ,סופר- פארם בסר סיטי פתח תקוה,drugstore,"I was at Dalys, excellent service, everything was fresh, clean and there were very profitable promotions.","Amazing I have no words
Medicines they are asked to order
What Maccabi doesn't put on me
They order within a few days with a smile and service unmatched anywhere
all due respect",A very nice branch but the cashier refused to provide service,"Bad service
Cashiers are lazy to take payment
Not recommended at all!!!!!",A new branch of Superpharm.  Excellent service
סופר פארם כופר הישוב,Super-Pharm,drugstore,MISSING,MISSING,MISSING,MISSING,MISSING
סופר פארם קניון ביאל,Super-Pharm,drugstore,MISSING,MISSING,MISSING,MISSING,MISSING
סופר פלוס,סופר זול יותר,grocery_store,MISSING_REVIEW,MISSING,MISSING,MISSING,MISSING
סופרגז רמת גן גבעתיי,סופרגז,MISSING,"Appalling service, disgusting attitude and lack of professionalism.
Do not approach them, outdated, fraudulent and neighborhood staff. They bring half-full balloons and claim that the problem is the customer's use.
It is better to make a fire at home and cook on wood than to order gas from this bad company. stay away!","One of the most appalling services I've ever encountered!!
You managed to pass even Hot by providing the worst service there is.
People pay you money and you do your job in the worst possible way. It's impossible to get hold of you in customer service - at best they answer after 40 minutes, the attitude and way of speaking of the operators from Z-E-Z-E, you can really think that your service is not paid and that you do everything voluntarily.

It's a shame that I'm a captive customer, otherwise I would never have contacted you. Only in a rotten country like Israel does a business like yours still have the right to exist.
joke","I would like to thank Supergas Ramat Gan on behalf of Beit Shaar Yishuv 3 Committee for quickly responding to our request to receive a key to the location of the tanks so that we can take care of cleaning the place. The very day after I wrote the request, a Supergas technician brought me the key. I was really surprised by the speed of the response and the good spirit with which it was done.","disgrace
We have been waiting for a gas cylinder for 3 months!!
They contact us every week and we even canceled the order and placed a new one in the hope that it might help, but every time they tell us to call the day after because the dispenser is not available, they call the day after and of course again, the dispenser is not available!
Don't fall into their trap!!!!","Worst customer service I have ever encountered.
From the first moment they just don't want to help,
Only do the minimum possible and in the end they also cut you off in the face.
Just a disgrace to a company, ugh"
סופרפארם ארלוזורוב 0,סופר-פארם ארלוזורוב,drugstore,"I came here to pick up a med and was told it was out of stock and that it won't be available for 3 months. The next day I went to Maccabi Pharm and got the med no problems.
The service was polite and friendly but not helpful.","Really helpful pharmacy staff. Speak great English, very quick to help find what you're looking for - went several times and never had a problem.","Good people at the pharmacy, great availability of products, the place is clean and easy to find what you are looking for.",A nice neighborhood branch of Israel's biggest pharmacy chain. Open till late.,"Good location. Quite slow service, but very kind. Not the best variety of products."
סטאר פיש חנות דגים ט,STAR FISH חנות דגים,food_store,"Excellent service, fresh goods, no smell of fish, lovely service from the owner of the place",סחורה ממש לא טרייה שירות גועל נפש ממליץ להתרחק כמו מאש,"Clean but only for the rich.
The price is 2.5 times that of an excellent store in the heart of Tel Aviv!
For example - 65 compared to 160 per kilo. (for a complete shine)
Unfortunately from the shock I paid but I would like to warn in advance, those who have no problem paying such sums then the goods are great. I haven't won Lito yet","Clean store, excellent service, winning merchandise
Thank you very much. See you later",Professional service good atmosphere and most importantly clean clean clean Roni thank you very much
סיגנצ'ר,סיגנצ'ר Signature,bar,"A very cute cocktail bar in leave a time that really gives the sense of all the famous cocktail bars in Tel Aviv. The cocktails were very special both in flavors and in presentation. The food was also exceptionally good, and the service was very friendly. The only thing I found lacking was the bathroom which was a bit dirty and not well maintained but other than this, it’s a great place.","The beet gnocchi is not great, the cocktails are very nice (there is also a virgin cocktail), the smash mini burgers were good, but there was no tomato and no lettuce inside. The Tabbouleh salad is awesome! We sat on the bar and the bartender was very nice!","Had a wonderful evening at this restaurant! I appreciated that there is a variety of signature cocktails. Didn’t expect food to be good, however I was really surprised with burgers, which were juicy and very tasty. On the other hand I would agree with other reviews that service is not that good as waitresses were rather distracted by others than attentive to clients.
Anyways, thank you for having us.","I had a wonderful evening there. Food and cocktails were great , everything was tasty, and portions were big . Highly recommended this place! Also, they have a good happy hour till 20:00","Food, cocktails are great. Exactly like the quality in concierge.
But, the difference is the waiters ,service are slow. Not so attentive especially the girls that works there.
After we paid, the waitress told us “oh only 10% percent tip? Whats wrong with our service.
In general 10% is already alot but the issue here if they’re  attentive waitresses , would love to give more than 10%.

Anyways, the cocktails and food was good , so the place vibes."
סיטי מרקט קריניצי,City Market,supermarket,MISSING,MISSING,MISSING,MISSING,MISSING
סינמטק תל אביב,Tel Aviv Cinematheque,movie_theater,"My exhibit was censured. My name removed. My property harmed.
It's a shame the city of Tel Aviv behaves like this.
The exhibit was about the systematic use of contact centers (מרכזי קשר) by the state of Israel. It illustrated the horror that the thousands of children have to go through each year after vein systematically cut off their fathers in the state off Israel and particularly in Tel Aviv.
As a form of engaged art the exhibition was censored since the city of tel aviv provides funding for the cinémathèque and also runs a contact center where about a thousand children are forced to see their dad in a cage.
That cage is next to gan meir and the gay center.  It has an armed guard and wire on shuttered windows.
Video cameras and separate entrances for the women who bring the children and the men who go see them in the cage.","Very good cinema theatre, showing some serious movies","Very professional and helpful staff. The place is well maintained, and overall, it has a very nice atmosphere. The festivals they produce (eg, Animix, Icon) are the best in Israel.","Wonderful, to visit the Cinema after 16 months. Great location, only 15 minutes from the suburbs.","Home to TSIFF. Full of inside-jokes and all in Hebrew, still felt exciting. The movie theatre feels like the real theatre - obviously in a good sense. Comfortable, free, welcoming, open-minded, too"
